neighborhood,ring,vertex,lat,lon
Rosedale,0,35,-75.0867627472838,39.9546390681256
Rosedale,0,36,-75.0862707470336,39.9550460683397
Rosedale,0,37,-75.0861887461431,39.9551130688032
Rosedale,0,38,-75.0858017464021,39.9554330679865
Rosedale,0,39,-75.0856047459536,39.9555850689158
Rosedale,0,40,-75.0842907469641,39.9565990687995
Rosedale,0,41,-75.0837907457385,39.9569850689958
Rosedale,0,42,-75.0836407457514,39.9571200694841
Rosedale,0,43,-75.0824797453416,39.9581660686008
Rosedale,0,44,-75.0820697462202,39.9585360691357
Rosedale,0,45,-75.0812867450427,39.9592990690383
Rosedale,0,46,-75.0808887451223,39.9596860691014
Rosedale,0,47,-75.0806587449638,39.9593790692721
Rosedale,0,48,-75.0805357449202,39.9592140702673
Rosedale,0,49,-75.0804777447845,39.9591360702409
Rosedale,0,50,-75.0802817448876,39.958873069209
Rosedale,0,51,-75.0796017446647,39.9579600695518
Rosedale,0,52,-75.0789987440758,39.9571520685923
Rosedale,0,53,-75.0782857444227,39.9561970689072
Rosedale,0,54,-75.0778257435768,39.9555810692121
Rosedale,0,55,-75.0775537439869,39.9552170691511
Rosedale,0,56,-75.076878744204,39.9555070689696
Rosedale,0,57,-75.0761487438848,39.9557900685935
Rosedale,0,58,-75.0753307434134,39.9561240688865
Rosedale,0,59,-75.074435743544,39.9564870686018
Rosedale,0,60,-75.0737147422379,39.9567790685325
Rosedale,0,61,-75.072897742326,39.9570980697117
Rosedale,0,62,-75.0725697429656,39.956780069134
Rosedale,0,63,-75.0720097415909,39.9562700699528
Rosedale,0,64,-75.0708507423316,39.9551950697681
Rosedale,0,65,-75.0697017418598,39.9540880685283
Rosedale,0,66,-75.0704277409505,39.9536400686824
Rosedale,0,67,-75.0711047414974,39.953207069197
Rosedale,0,68,-75.0717137420149,39.9528070680434
Rosedale,0,69,-75.0724577417114,39.9523300692039
Rosedale,0,70,-75.0733987425427,39.9516710676334
Rosedale,0,71,-75.0744587430773,39.9510600683807
Rosedale,0,72,-75.0737207430843,39.9500680683908
Parkside,0,0,-75.1000877493496,39.9302260633169
Parkside,0,1,-75.1002967497749,39.9303780628677
Parkside,0,2,-75.1004917493474,39.9305200627849
Parkside,0,3,-75.1008777498144,39.9307980637843
Parkside,0,4,-75.1017917496223,39.9314440635579
Parkside,0,5,-75.1024717502189,39.9319170627792
Parkside,0,6,-75.1027577510854,39.9321170637451
Parkside,0,7,-75.1035727507402,39.9327030630772
Parkside,0,8,-75.1043957516942,39.9332170642344
Parkside,0,9,-75.1054917509332,39.9339010638298
Parkside,0,10,-75.1064787518025,39.9344950638199
Parkside,0,11,-75.1065937519864,39.9345720639004
Parkside,0,12,-75.1074047513819,39.9350790635597
Parkside,0,13,-75.1068287523,39.9356170643551
Parkside,0,14,-75.1062467516703,39.9361410641648
Parkside,0,15,-75.1056557512014,39.9367190642351
Parkside,0,16,-75.1051137512855,39.9372200640486
Parkside,0,17,-75.1047457515466,39.9375750646251
Parkside,0,18,-75.1043427506011,39.9375960647016
Parkside,0,19,-75.1021477509877,39.9377580645129
Parkside,0,20,-75.1004187507911,39.9379050644428
Parkside,0,21,-75.0993727491468,39.938004064137
Parkside,0,22,-75.0990267493434,39.9380530649013
Parkside,0,23,-75.0987517497242,39.9381030643655
Parkside,0,24,-75.0981927501683,39.9382530648132
Parkside,0,25,-75.0981247491772,39.9382560646364
Parkside,0,26,-75.0979757488356,39.9382420651643
Parkside,0,27,-75.0977897492534,39.9381920648049
Parkside,0,28,-75.0975487495375,39.9381280650518
Parkside,0,29,-75.0972317496002,39.9380160647103
Parkside,0,30,-75.097070749053,39.9379450649382
Parkside,0,31,-75.0969177486248,39.9379090650183
Parkside,0,32,-75.0963627490194,39.9378980654685
Parkside,0,33,-75.0953817484336,39.9370400647133
Parkside,0,34,-75.0950267487603,39.9373220642306
Parkside,0,35,-75.0949707482666,39.9373660649408
Parkside,0,36,-75.0948297481534,39.9374750647268
Parkside,0,37,-75.0947547477661,39.9373940639229
Parkside,0,38,-75.0946807484571,39.9373140649296
Parkside,0,39,-75.0944287484845,39.9371730646415
Parkside,0,40,-75.0937647478613,39.9371170651667
Parkside,0,41,-75.0926287478699,39.9370540648306
Parkside,0,42,-75.0915337473569,39.9368690643954
Parkside,0,43,-75.0914827475789,39.9368360649158
Parkside,0,44,-75.0912187469174,39.9367670649724
Parkside,0,45,-75.0910417471288,39.9367030648473
Parkside,0,46,-75.0907647478081,39.9366480650377
Parkside,0,47,-75.0905897467091,39.9365510645754
Parkside,0,48,-75.0904147470069,39.9364330646503
Parkside,0,49,-75.0902257469479,39.9363180648442
Parkside,0,50,-75.0901267461877,39.9360910643536
Parkside,0,51,-75.0901077465524,39.9359760645249
Parkside,0,52,-75.0898447472395,39.9361110648166
Parkside,0,53,-75.0897527470674,39.9361600649682
